trip_id;duration_in_seconds;start_time;end_time;starting_station_id;starting_station_latitude;starting_station_longitude;ending_station_id;ending_station_latitude;ending_station_longitude;bike_id;trip_route_category;passholder_type;kilometers_travelled;battery_level_at_start;battery_level_at_the_end;maximum_speed;minimum_speed;average_speed;new_user;damaged_bike;zip_codes;subscription_plan_duration
22506314;300;18/03/2017 16:58;18/03/2017 17:03;3018;34.039188;-118.232529;3031;34.04607;-118.233093;6687;One Way;Monthly Pass;1587;64;47;1079;187;886;True;True;0;0
23190646;1740;26/03/2017 16:08;26/03/2017 16:37;3038;34.05661;-118.237213;3030;34.034801;-118.231277;5900;One Way;Walk-up;198;19;96;992;324;833;True;True;0;365
18081670;300;17/01/2017 17:40;17/01/2017 17:45;3051;34.05088;-118.248253;3032;34.04211;-118.256187;5979;One Way;Monthly Pass;755;69;73;1223;254;803;False;False;0;0
17691939;1320;11/01/2017 10:32;11/01/2017 10:54;3022;34.043732;-118.260139;3000;34.045422;-118.253517;5833;One Way;Monthly Pass;2232;39;92;1005;465;58;False;False;0;0
23363759;5280;28/03/2017 13:44;28/03/2017 15:12;3030;34.04607;-118.233093;3000;34.04998;-118.247162;6527;One Way;Walk-up;2747;17;67;1051;239;603;False;False;0;30
23607494;60;31/03/2017 8:06;31/03/2017 8:07;3000;34.043732;-118.260139;3000;34.044701;-118.252441;6324;Round Trip;Monthly Pass;2488;11;86;1218;165;746;False;False;0;30
20816459;3000;26/02/2017 12:52;26/02/2017 13:42;3016;34.046822;-118.248352;3042;34.051941;-118.24353;5860;One Way;Walk-up;631;85;38;626;391;902;False;True;0;0
19521969;720;06/02/2017 22:10;06/02/2017 22:22;3036;34.045422;-118.253517;3031;34.049889;-118.255882;6626;One Way;Walk-up;898;96;26;1478;171;587;True;True;0;30
20882338;1980;27/02/2017 9:39;27/02/2017 10:12;3082;34.04607;-118.233093;3000;0;0;5830;One Way;Flex Pass;2242;29;7;862;374;903;False;True;0;30
21527204;480;07/03/2017 17:05;07/03/2017 17:13;3031;34.051941;-118.24353;3008;0;0;6353;One Way;Monthly Pass;1524;47;71;546;15;947;True;False;0;0
17249849;900;04/01/2017 12:10;04/01/2017 12:25;3037;0;0;3022;0;0;6510;One Way;Walk-up;933;50;68;1223;45;811;False;True;0;
17702688;2580;11/01/2017 13:45;11/01/2017 14:28;3028;34.052898;-118.241562;3069;34.049301;-118.238808;5832;One Way;Walk-up;552;87;64;761;406;957;True;True;0;0
21153840;480;02/03/2017 23:43;02/03/2017 23:51;3030;34.039188;-118.232529;3055;34.044701;-118.252441;5957;One Way;Walk-up;1758;72;44;853;261;582;True;False;0;0
18092902;480;17/01/2017 21:25;17/01/2017 21:33;3067;34.04652;-118.237411;3067;0;0;6582;Round Trip;Walk-up;36;87;26;554;392;527;False;True;0;365
23456900;1380;29/03/2017 16:00;29/03/2017 16:23;3054;34.044701;-118.252441;3033;34.046612;-118.262733;6619;One Way;Walk-up;474;53;91;66;195;747;True;True;0;30
18319041;660;21/01/2017 9:33;21/01/2017 9:44;3022;34.034801;-118.231277;3069;34.04607;-118.233093;6377;One Way;Walk-up;1836;85;73;823;459;935;False;True;0;0
21820879;1560;11/03/2017 6:53;11/03/2017 7:19;3058;34.058319;-118.246094;3054;34.05088;-118.248253;5900;One Way;Walk-up;2445;39;29;512;288;805;True;True;0;0
19572784;300;07/02/2017 17:31;07/02/2017 17:36;3038;34.051941;-118.24353;3042;34.044159;-118.251579;6497;One Way;Monthly Pass;111;76;49;77;456;547;True;False;0;0
21199498;1200;03/03/2017 13:47;03/03/2017 14:07;3060;34.045181;-118.250237;3081;34.045181;-118.250237;6043;One Way;Walk-up;926;39;63;1114;416;955;True;False;0;0
23375569;780;28/03/2017 18:10;28/03/2017 18:23;3077;34.039219;-118.236488;3082;34.040989;-118.255798;6475;One Way;Walk-up;1898;48;85;922;66;772;False;True;0;0
23429505;240;29/03/2017 9:20;29/03/2017 9:24;3076;34.04607;-118.233093;3006;34.05088;-118.248253;6623;One Way;Monthly Pass;2912;36;98;689;428;999;True;False;0;0
21063394;11040;01/03/2017 16:32;01/03/2017 19:36;3078;34.035801;-118.23317;3000;34.039219;-118.236488;6130;One Way;Walk-up;2738;68;39;1068;333;599;False;True;0;0
19419599;540;05/02/2017 14:08;05/02/2017 14:17;3029;34.046822;-118.248352;3006;34.049301;-118.238808;6718;One Way;Walk-up;351;33;19;1331;445;772;True;False;0;30
19873468;1380;12/02/2017 14:15;12/02/2017 14:38;3042;34.034882;-118.25769;3059;34.031891;-118.250183;6331;One Way;Walk-up;374;44;14;793;452;724;True;True;0;0
22090688;360;14/03/2017 7:40;14/03/2017 7:46;3074;34.039871;-118.250038;3076;34.04652;-118.237411;6421;One Way;Monthly Pass;329;21;62;1112;446;100;True;False;0;0
19779641;1080;10/02/2017 23:46;11/02/2017 0:04;3037;34.0406;-118.253838;3048;34.04554;-118.256668;6290;One Way;Walk-up;1285;33;75;692;494;768;True;False;0;30
19922879;480;13/02/2017 9:19;13/02/2017 9:27;3049;34.064281;-118.238937;3005;0;0;5904;One Way;Flex Pass;252;35;66;646;314;847;False;False;0;0
17449015;11220;07/01/2017 15:54;07/01/2017 19:01;3014;34.048851;-118.246422;3000;34.04554;-118.256668;5738;One Way;Walk-up;2032;69;20;133;184;553;True;False;0;0
16189278;360;17/12/2016 16:36;17/12/2016 16:42;3023;34.049301;-118.238808;3000;34.037949;-118.256271;6039;One Way;Monthly Pass;1925;66;49;1025;163;783;False;False;0;0
23009273;720;24/03/2017 13:44;24/03/2017 13:56;3030;34.04417;-118.261169;3064;34.0406;-118.253838;5829;One Way;Monthly Pass;2613;12;15;1153;221;59;True;True;0;30
21345757;54960;04/03/2017 20:35;05/03/2017 11:51;3008;34.034801;-118.231277;3000;34.041691;-118.235352;6009;One Way;Walk-up;985;17;97;998;416;868;False;True;0;0
20610168;420;23/02/2017 13:12;23/02/2017 13:19;3064;34.056969;-118.253593;3000;34.04855;-118.259048;6315;One Way;Monthly Pass;1423;88;56;941;285;775;False;True;0;365
20987798;240;28/02/2017 19:00;28/02/2017 19:04;3069;34.05661;-118.237213;3062;0;0;6499;One Way;Monthly Pass;1405;97;5;1114;213;557;False;False;0;0
19611484;360;08/02/2017 8:06;08/02/2017 8:12;3042;34.050911;-118.240967;3063;0;0;6439;One Way;Monthly Pass;827;89;43;914;329;752;True;False;22728;30
23009308;1020;24/03/2017 12:46;24/03/2017 13:03;3030;34.051941;-118.24353;3078;34.04681;-118.256981;6073;One Way;Flex Pass;2754;68;48;793;475;766;True;True;0;30
22396708;3060;17/03/2017 12:52;17/03/2017 13:43;3038;34.046612;-118.262733;3038;0;0;6582;Round Trip;Walk-up;130;27;60;723;372;762;True;False;0;0
20151252;420;16/02/2017 13:40;16/02/2017 13:47;3030;34.04681;-118.256981;3014;0;0;5770;One Way;Flex Pass;719;14;13;1132;321;863;True;False;0;30
19162675;540;02/02/2017 12:01;02/02/2017 12:10;3069;34.05088;-118.248253;3019;34.047749;-118.243172;5943;One Way;Walk-up;593;50;5;69;462;525;False;False;0;30
20304805;540;18/02/2017 14:08;18/02/2017 14:17;3063;34.049301;-118.238808;3035;34.049198;-118.252831;6610;One Way;Monthly Pass;1037;99;94;577;104;617;False;False;0;30
17259749;720;04/01/2017 16:41;04/01/2017 16:53;3063;34.051941;-118.24353;3042;34.064281;-118.238937;6078;One Way;Monthly Pass;219;11;22;759;164;609;True;True;0;365
21365737;1380;05/03/2017 17:12;05/03/2017 17:35;3022;34.046822;-118.248352;3000;34.046822;-118.248352;6390;One Way;Walk-up;821;45;8;782;106;684;True;True;0;0
20981051;600;28/02/2017 17:24;28/02/2017 17:34;3031;34.051941;-118.24353;3031;34.05661;-118.237213;5715;Round Trip;Monthly Pass;832;17;68;688;66;508;True;True;0;365
21949721;11040;12/03/2017 15:08;12/03/2017 18:12;3062;34.05088;-118.248253;3000;34.038609;-118.260857;6252;One Way;Walk-up;1136;95;80;1432;11;949;False;False;0;0
22404571;1500;17/03/2017 15:10;17/03/2017 15:35;3049;34.049198;-118.252831;3038;34.048401;-118.260948;6327;One Way;Walk-up;169;77;85;1429;141;507;False;True;0;30
17584220;1260;09/01/2017 19:14;09/01/2017 19:35;3047;34.049198;-118.252831;3000;34.049301;-118.238808;6042;One Way;Monthly Pass;1049;84;13;852;418;715;True;True;0;
20151285;660;16/02/2017 13:01;16/02/2017 13:12;3048;34.04607;-118.233093;3062;0;0;5856;One Way;Monthly Pass;859;99;19;976;459;663;True;False;0;0
20634213;720;23/02/2017 21:55;23/02/2017 22:07;3037;34.044701;-118.252441;3082;34.044701;-118.252441;5963;One Way;Walk-up;202;95;84;1379;465;838;True;False;0;30
23348395;420;28/03/2017 11:52;28/03/2017 11:59;3069;34.047749;-118.243172;3019;0;0;5893;One Way;Monthly Pass;1913;38;82;1299;42;809;True;False;0;0
20446891;1080;20/02/2017 16:20;20/02/2017 16:38;3082;34.056969;-118.253593;3037;34.046822;-118.248352;6422;One Way;Walk-up;1356;47;53;1194;318;675;False;True;0;0
18319046;480;21/01/2017 9:31;21/01/2017 9:39;3062;34.039982;-118.266403;3038;0;0;5980;One Way;Walk-up;271;41;96;791;33;614;True;True;0;30
23452843;240;29/03/2017 15:51;29/03/2017 15:55;3005;34.041691;-118.235352;3047;34.047749;-118.243172;5943;One Way;Monthly Pass;2011;52;77;846;58;891;False;True;0;30
21953619;1560;12/03/2017 18:57;12/03/2017 19:23;3052;34.034801;-118.231277;3068;34.04652;-118.237411;5964;One Way;Walk-up;109;88;67;563;261;872;False;False;0;0
21699400;360;09/03/2017 21:43;09/03/2017 21:49;3035;34.05088;-118.248253;3031;34.038609;-118.260857;6246;One Way;Walk-up;85;88;60;631;276;883;False;True;0;30
19637084;420;08/02/2017 18:01;08/02/2017 18:08;3007;34.04652;-118.237411;3064;34.034801;-118.231277;6047;One Way;Monthly Pass;1704;78;68;1094;373;562;True;True;0;0
19813470;720;11/02/2017 14:00;11/02/2017 14:12;3076;34.047749;-118.243172;3069;34.046822;-118.248352;6292;One Way;Walk-up;1436;75;83;504;113;763;True;True;0;0
19821140;1560;11/02/2017 17:08;11/02/2017 17:34;3020;34.04855;-118.259048;3038;34.039982;-118.266403;6427;One Way;Walk-up;2225;33;90;998;387;655;True;False;0;
9681178;18480;11/10/2016 15:19;11/10/2016 20:27;3075;34.049301;-118.238808;3000;0;0;6429;One Way;Monthly Pass;94;10;82;981;369;858;False;True;22728;
18338417;1260;21/01/2017 16:27;21/01/2017 16:48;3038;34.051102;-118.264557;3030;34.0532;-118.250954;6582;One Way;Walk-up;1749;27;22;746;464;962;False;True;0;0
18721097;480;27/01/2017 16:39;27/01/2017 16:47;3014;34.048401;-118.260948;3023;34.044701;-118.252441;6363;One Way;Monthly Pass;1144;55;25;585;336;799;True;True;0;0
18470793;660;23/01/2017 14:07;23/01/2017 14:18;3059;34.05048;-118.254593;3038;34.04681;-118.256981;6482;One Way;Walk-up;974;72;74;1101;34;728;True;True;0;30
8415350;2760;01/10/2016 10:07;01/10/2016 10:53;3040;34.0406;-118.253838;3000;34.05088;-118.248253;5830;One Way;Monthly Pass;1852;86;55;1474;127;661;False;True;0;0
21212710;900;03/03/2017 18:41;03/03/2017 18:56;3022;34.031052;-118.26709;3051;34.046822;-118.248352;6140;One Way;Walk-up;629;41;87;1033;485;574;True;True;0;0
22490445;3420;18/03/2017 12:57;18/03/2017 13:54;3042;34.04211;-118.256187;3023;0;0;6064;One Way;Walk-up;230;70;52;1358;37;714;False;True;23076;30
20382697;1380;19/02/2017 17:16;19/02/2017 17:39;3032;34.046822;-118.248352;3032;34.051941;-118.24353;5805;Round Trip;Walk-up;2847;49;75;93;8;569;True;False;0;0
17492222;1380;08/01/2017 10:57;08/01/2017 11:20;3067;34.05661;-118.237213;3067;34.050911;-118.240967;6144;Round Trip;Monthly Pass;74;24;60;126;286;706;False;True;0;
19667464;21060;09/02/2017 1:07;09/02/2017 6:58;3069;34.037949;-118.256271;3000;34.046822;-118.248352;6213;One Way;Monthly Pass;232;46;70;1269;315;922;False;False;0;0
18789623;1200;28/01/2017 19:03;28/01/2017 19:23;3051;34.05357;-118.266357;3063;0;0;5982;One Way;Walk-up;2579;84;31;598;407;518;False;False;23078;30
19695486;840;09/02/2017 17:10;09/02/2017 17:24;3031;34.04607;-118.233093;3082;34.045422;-118.253517;5817;One Way;Walk-up;37;35;81;719;391;70;True;True;0;0
22420807;1500;17/03/2017 19:10;17/03/2017 19:35;3034;34.049301;-118.238808;3074;34.050911;-118.240967;5838;One Way;Walk-up;2631;87;14;1233;224;911;False;False;0;0
18948752;1200;30/01/2017 21:57;30/01/2017 22:17;3082;34.049889;-118.255882;3008;34.049889;-118.255882;6193;One Way;Walk-up;268;52;96;1479;113;983;True;True;0;0
21049831;480;01/03/2017 15:33;01/03/2017 15:41;3069;34.045181;-118.250237;3042;34.045181;-118.250237;6058;One Way;Monthly Pass;2139;84;7;58;14;657;True;False;0;30
22223080;720;15/03/2017 17:23;15/03/2017 17:35;3054;34.05088;-118.248253;3030;0;0;6135;One Way;Walk-up;2353;89;15;1469;16;932;False;False;0;30
19684748;4080;09/02/2017 12:50;09/02/2017 13:58;3036;34.045422;-118.253517;3067;34.049198;-118.252831;5942;One Way;Walk-up;2761;66;15;1138;45;60;False;False;0;0
19060339;180;01/02/2017 8:47;01/02/2017 8:50;3047;34.044701;-118.252441;3019;34.04652;-118.237411;5796;One Way;Monthly Pass;1278;65;21;572;332;76;False;True;0;0
22223110;1740;15/03/2017 16:55;15/03/2017 17:24;3068;34.042061;-118.263382;3005;34.04417;-118.261169;6253;One Way;Walk-up;2991;14;29;632;312;532;True;True;0;0
18643021;840;26/01/2017 11:29;26/01/2017 11:43;3006;34.04652;-118.237411;3058;34.046612;-118.262733;6397;One Way;Walk-up;1839;54;64;1485;462;562;True;False;0;0
18598392;4740;25/01/2017 16:31;25/01/2017 17:50;3020;34.05088;-118.248253;3000;34.049301;-118.238808;6384;One Way;Walk-up;2205;92;40;1396;154;771;False;True;0;30
17961075;1500;15/01/2017 17:26;15/01/2017 17:51;3007;34.039219;-118.236488;3000;34.051941;-118.24353;6133;One Way;Monthly Pass;1539;90;26;1029;352;736;True;False;0;0
20620618;12780;23/02/2017 13:37;23/02/2017 17:10;3074;34.039188;-118.232529;3000;34.045181;-118.250237;5936;One Way;Walk-up;533;29;25;603;303;861;True;False;0;0
17815729;240;13/01/2017 8:02;13/01/2017 8:06;3052;34.039982;-118.266403;3064;34.038609;-118.260857;6500;One Way;Monthly Pass;2169;84;45;1082;195;814;True;True;0;30
18539353;14580;24/01/2017 14:23;24/01/2017 18:26;3077;34.0532;-118.250954;3000;34.04855;-118.259048;5741;One Way;Walk-up;2024;29;13;1296;497;585;False;False;0;0
21937866;2280;12/03/2017 14:44;12/03/2017 15:22;3027;34.04554;-118.256668;3068;34.035801;-118.23317;6295;One Way;Walk-up;726;91;54;855;154;792;True;False;0;0
21747434;71100;09/03/2017 15:18;10/03/2017 11:03;3025;34.031052;-118.26709;3000;0;0;5949;One Way;Walk-up;351;23;67;1173;218;614;False;True;0;0
20700707;780;24/02/2017 23:05;24/02/2017 23:18;3058;34.05048;-118.254593;3006;0;0;6479;One Way;Walk-up;1364;37;19;1395;428;712;True;True;0;30
18927882;11160;30/01/2017 12:58;30/01/2017 16:04;3006;34.04417;-118.261169;3000;0;0;5941;One Way;Walk-up;397;88;36;1024;85;751;True;False;0;0
18277206;300;20/01/2017 17:30;20/01/2017 17:35;3030;34.051102;-118.264557;3022;34.04681;-118.256981;6511;One Way;Walk-up;1555;39;18;907;148;654;True;True;0;30
18335424;1200;21/01/2017 14:52;21/01/2017 15:12;3042;34.039871;-118.250038;3022;0;0;6584;One Way;Walk-up;981;40;52;1236;209;829;False;False;0;0
19829105;120;11/02/2017 20:47;11/02/2017 20:49;3051;34.04998;-118.247162;3051;34.0532;-118.250954;6129;Round Trip;Walk-up;1361;98;74;1179;365;51;False;False;0;0
21412017;900;06/03/2017 7:11;06/03/2017 7:26;3014;34.03286;-118.268082;3068;0;0;6296;One Way;Walk-up;243;17;21;1416;135;515;False;True;0;0
17494940;1200;08/01/2017 11:56;08/01/2017 12:16;3069;34.035801;-118.23317;3064;34.04554;-118.256668;6031;One Way;Monthly Pass;2455;39;88;1092;23;742;True;True;0;0
23552785;1080;30/03/2017 18:21;30/03/2017 18:39;3066;34.04554;-118.256668;3075;0;0;5964;One Way;Walk-up;1347;33;20;626;25;947;True;False;0;0
23635439;1020;31/03/2017 16:46;31/03/2017 17:03;3076;34.051941;-118.24353;3005;34.04607;-118.233093;6298;One Way;Walk-up;1208;39;13;959;16;576;False;True;0;0
22571991;1080;19/03/2017 10:34;19/03/2017 10:52;3006;34.049301;-118.238808;3048;34.04607;-118.233093;6347;One Way;Walk-up;2505;46;51;1263;281;704;True;True;0;0
18704366;480;27/01/2017 9:56;27/01/2017 10:04;3074;34.045422;-118.253517;3032;34.045422;-118.253517;6431;One Way;Monthly Pass;227;20;97;1102;336;959;True;True;0;0
20879207;360;27/02/2017 8:54;27/02/2017 9:00;3018;34.05661;-118.237213;3035;34.0532;-118.250954;6403;One Way;Monthly Pass;1772;48;64;983;39;695;True;True;0;0
22441357;2880;17/03/2017 23:29;18/03/2017 0:17;3036;34.05088;-118.248253;3036;34.04681;-118.256981;5923;Round Trip;Walk-up;2727;52;75;109;294;618;False;False;0;30
17506287;4500;08/01/2017 15:33;08/01/2017 16:48;3062;34.063389;-118.23616;3063;34.04211;-118.256187;6610;One Way;Walk-up;481;51;62;602;424;967;True;False;0;0
22583436;480;19/03/2017 13:31;19/03/2017 13:39;3007;34.0406;-118.253838;3069;34.04855;-118.259048;6040;One Way;Walk-up;2755;33;61;1227;318;989;False;False;0;0
19878664;7440;12/02/2017 14:20;12/02/2017 16:24;3040;34.045181;-118.250237;3074;0;0;6548;One Way;Walk-up;764;76;5;1399;462;715;True;False;23075;0
23172536;3360;26/03/2017 10:09;26/03/2017 11:05;3067;34.04554;-118.256668;3067;34.041691;-118.235352;5790;Round Trip;Walk-up;2176;63;44;102;433;758;True;True;0;0
22660911;360;20/03/2017 9:40;20/03/2017 9:46;3064;34.04417;-118.261169;3076;34.049889;-118.255882;6604;One Way;Monthly Pass;87;88;44;143;287;735;False;False;0;30
20952321;540;28/02/2017 8:26;28/02/2017 8:35;3069;34.043732;-118.260139;3042;34.048401;-118.260948;6395;One Way;Monthly Pass;1044;22;67;1144;347;962;False;True;0;30
20832466;2280;26/02/2017 18:14;26/02/2017 18:52;3060;34.039188;-118.232529;3082;34.039188;-118.232529;6499;One Way;Walk-up;1353;99;14;642;44;963;False;True;0;0
16174505;11460;17/12/2016 8:20;17/12/2016 11:31;3076;34.047749;-118.243172;3000;34.049198;-118.252831;5772;One Way;Monthly Pass;199;15;76;1259;23;784;False;True;0;0
20767491;21120;25/02/2017 15:50;25/02/2017 21:42;3063;34.05048;-118.254593;3000;34.05088;-118.248253;6436;One Way;Flex Pass;2996;14;10;747;149;522;True;True;0;0
19013125;1080;31/01/2017 17:48;31/01/2017 18:06;4108;34.05357;-118.266357;3062;34.04417;-118.261169;6293;One Way;Monthly Pass;1922;40;30;729;337;921;True;True;0;0
18319032;900;21/01/2017 9:39;21/01/2017 9:54;3058;34.045181;-118.250237;3055;34.045181;-118.250237;5968;One Way;Flex Pass;2941;90;48;516;268;658;True;False;0;0
23375552;600;28/03/2017 18:23;28/03/2017 18:33;3042;34.04681;-118.256981;3031;34.0406;-118.253838;6014;One Way;Monthly Pass;1972;24;5;1173;24;826;False;True;0;30
22404555;1200;17/03/2017 15:36;17/03/2017 15:56;3038;34.05088;-118.248253;3032;34.049301;-118.238808;6327;One Way;Walk-up;2637;25;88;1399;203;871;False;True;0;30
22195592;57780;14/03/2017 18:09;15/03/2017 10:12;3030;34.034882;-118.25769;3000;34.04652;-118.237411;5918;One Way;Monthly Pass;1966;62;59;1311;247;808;False;False;0;0
17059129;1020;01/01/2017 0:28;01/01/2017 0:45;3027;34.0406;-118.253838;3018;0;0;5836;One Way;Walk-up;1463;32;76;915;30;719;False;True;23075;30
21552845;120;08/03/2017 0:48;08/03/2017 0:50;3034;34.049198;-118.252831;3074;0;0;6302;One Way;Monthly Pass;543;91;60;1489;231;60;True;True;0;365
20136297;360;16/02/2017 8:16;16/02/2017 8:22;3076;34.02589;-118.238243;3081;34.047749;-118.243172;6055;One Way;Monthly Pass;1679;24;7;1237;432;971;True;True;0;
17948343;36780;15/01/2017 2:21;15/01/2017 12:34;3005;34.035801;-118.23317;3000;34.044159;-118.251579;5965;One Way;Walk-up;986;72;58;1005;465;524;True;True;0;365
21784501;540;10/03/2017 21:28;10/03/2017 21:37;3062;34.049301;-118.238808;3069;34.044701;-118.252441;6385;One Way;Walk-up;806;92;61;1166;186;924;True;False;0;30
17899921;1680;14/01/2017 16:49;14/01/2017 17:17;3063;34.046822;-118.248352;3036;34.049889;-118.255882;6547;One Way;Walk-up;941;37;74;1183;221;575;False;True;0;0
18326873;840;21/01/2017 12:00;21/01/2017 12:14;3014;34.051941;-118.24353;3022;0;0;5873;One Way;Walk-up;968;95;91;70;184;577;False;False;0;30
19572779;600;07/02/2017 17:39;07/02/2017 17:49;3042;34.04998;-118.247162;3054;34.043732;-118.260139;6407;One Way;Flex Pass;841;13;51;1286;318;781;False;True;0;0
19263329;1500;03/02/2017 16:29;03/02/2017 16:54;3022;34.042061;-118.263382;3008;34.04417;-118.261169;5833;One Way;Walk-up;118;10;78;1481;268;674;False;True;0;30
20676681;86400;22/02/2017 21:01;24/02/2017 15:18;3064;34.0406;-118.253838;3064;34.031891;-118.250183;5863;Round Trip;Walk-up;947;73;83;1218;323;59;True;True;0;30
19270874;540;03/02/2017 18:35;03/02/2017 18:44;3048;34.04855;-118.259048;3029;0;0;5848;One Way;Monthly Pass;172;42;27;775;281;867;False;True;0;0
17468512;1740;08/01/2017 2:13;08/01/2017 2:42;3029;34.047749;-118.243172;3056;34.05088;-118.248253;6727;One Way;Walk-up;1872;92;5;1496;438;686;False;False;0;0
19578985;40020;07/02/2017 8:43;07/02/2017 19:50;3048;34.049198;-118.252831;3000;34.039188;-118.232529;5796;One Way;Monthly Pass;1627;27;49;792;368;945;False;False;0;0
18525489;840;24/01/2017 13:11;24/01/2017 13:25;3063;34.05661;-118.237213;3034;34.04607;-118.233093;6615;One Way;Monthly Pass;2354;19;78;697;294;657;False;True;0;0
19637066;120;08/02/2017 18:35;08/02/2017 18:37;3030;34.049301;-118.238808;3042;34.039219;-118.236488;6119;One Way;Monthly Pass;345;77;91;1185;435;687;False;False;0;365
19339324;3660;04/02/2017 13:37;04/02/2017 14:38;3074;34.04607;-118.233093;3069;34.046612;-118.262733;5784;One Way;Walk-up;501;24;76;778;449;901;False;True;0;0
20500364;3780;21/02/2017 13:45;21/02/2017 14:48;3055;34.04681;-118.256981;3077;34.04681;-118.256981;6298;One Way;Walk-up;241;88;8;1323;211;612;False;False;0;0
18324324;11580;21/01/2017 8:46;21/01/2017 11:59;3062;34.041691;-118.235352;3000;34.048851;-118.246422;6055;One Way;Walk-up;2619;28;34;1231;36;984;False;True;0;30
17945760;1560;15/01/2017 11:21;15/01/2017 11:47;3052;34.048851;-118.246422;3000;34.03746;-118.265381;6074;One Way;Walk-up;2207;55;59;1184;12;699;False;True;0;0
20090984;71940;14/02/2017 21:09;15/02/2017 17:08;3058;34.041691;-118.235352;3000;0;0;6009;One Way;Monthly Pass;21;27;87;70;322;947;True;True;0;30
21949720;11700;12/03/2017 15:09;12/03/2017 18:24;3022;34.049198;-118.252831;3000;34.042061;-118.263382;6274;One Way;Walk-up;4;89;12;603;66;835;True;False;0;30
22937952;86400;22/03/2017 13:41;23/03/2017 15:12;3022;34.051941;-118.24353;3000;34.049301;-118.238808;5889;One Way;Walk-up;306;10;65;1062;252;971;False;True;0;30
18774337;7440;28/01/2017 10:58;28/01/2017 13:02;3005;34.04417;-118.261169;3005;34.05088;-118.248253;6437;Round Trip;Walk-up;160;15;40;1313;346;69;True;True;0;0
21549674;840;07/03/2017 22:47;07/03/2017 23:01;3018;34.044159;-118.251579;3082;34.039871;-118.250038;5879;One Way;Flex Pass;1809;85;95;877;314;667;True;True;0;0
17843456;240;13/01/2017 19:51;13/01/2017 19:55;3054;34.047749;-118.243172;3036;0;0;6181;One Way;Flex Pass;2764;63;23;695;271;813;False;True;0;0
22429174;2220;17/03/2017 21:19;17/03/2017 21:56;3038;34.051102;-118.264557;3046;0;0;6541;One Way;Walk-up;922;99;18;1483;223;929;True;False;0;0
17835548;900;13/01/2017 16:17;13/01/2017 16:32;3076;34.035801;-118.23317;3022;0;0;6007;One Way;Monthly Pass;2858;55;5;1465;12;874;True;True;0;
20946279;300;28/02/2017 6:47;28/02/2017 6:52;3035;34.04607;-118.233093;3047;0;0;5970;One Way;Monthly Pass;1505;98;57;84;327;689;False;True;0;0
20735680;2340;25/02/2017 10:43;25/02/2017 11:22;3008;34.04607;-118.233093;3048;0;0;6509;One Way;Walk-up;324;54;67;1282;419;83;False;False;0;0
18661208;600;26/01/2017 18:16;26/01/2017 18:26;3063;34.04855;-118.259048;3064;34.04855;-118.259048;6717;One Way;Monthly Pass;374;29;84;80;494;73;False;True;0;0
23023514;1020;24/03/2017 17:13;24/03/2017 17:30;3046;34.043732;-118.260139;3075;34.04652;-118.237411;5776;One Way;Walk-up;2687;57;32;125;215;987;False;False;0;365
19326055;49380;03/02/2017 20:22;04/02/2017 10:05;3069;34.039219;-118.236488;3000;34.039188;-118.232529;6581;One Way;Walk-up;323;65;31;651;272;762;True;False;0;365
20019746;480;14/02/2017 17:58;14/02/2017 18:06;3042;34.046822;-118.248352;3038;34.05302;-118.247948;6109;One Way;Monthly Pass;1108;74;73;559;376;67;False;True;0;0
17899890;1260;14/01/2017 17:22;14/01/2017 17:43;3054;34.0406;-118.253838;3014;34.04607;-118.233093;5939;One Way;Walk-up;379;37;72;1348;42;882;True;False;0;30
23246508;86400;25/03/2017 0:17;27/03/2017 7:46;3018;34.048401;-118.260948;3000;34.039982;-118.266403;6077;One Way;Walk-up;1834;29;92;871;411;922;True;True;0;30
17322105;8580;05/01/2017 15:38;05/01/2017 18:01;3006;34.051941;-118.24353;3000;0;0;5966;One Way;Monthly Pass;1577;29;74;1434;261;566;True;True;22728;
21772792;2100;10/03/2017 17:43;10/03/2017 18:18;3028;34.046612;-118.262733;3014;34.041691;-118.235352;5898;One Way;Walk-up;2572;99;74;945;216;728;False;True;0;0
21279734;720;04/03/2017 15:26;04/03/2017 15:38;3046;34.049198;-118.252831;3014;34.04681;-118.256981;5909;One Way;Walk-up;2939;63;65;756;159;902;True;False;0;30
18321579;1200;21/01/2017 10:22;21/01/2017 10:42;3082;34.05302;-118.247948;3029;34.04211;-118.256187;5823;One Way;Walk-up;886;42;35;112;463;775;False;True;0;0
21746952;1620;10/03/2017 11:23;10/03/2017 11:50;3063;34.05088;-118.248253;3005;0;0;5752;One Way;Walk-up;2459;71;34;521;312;995;True;False;0;0
20553187;420;22/02/2017 13:42;22/02/2017 13:49;3068;34.049301;-118.238808;3005;34.046822;-118.248352;6061;One Way;Monthly Pass;395;30;86;1205;486;967;False;True;0;
20151425;12420;16/02/2017 9:47;16/02/2017 13:14;3042;34.039219;-118.236488;3000;34.05661;-118.237213;6692;One Way;Monthly Pass;703;57;20;1399;168;508;True;True;0;0
17969114;1980;15/01/2017 20:19;15/01/2017 20:52;3037;34.043732;-118.260139;3037;0;0;6153;Round Trip;Walk-up;456;10;12;1035;265;555;False;False;0;0
22065618;1860;13/03/2017 23:34;14/03/2017 0:05;3034;34.04554;-118.256668;3032;0;0;6277;One Way;Walk-up;506;87;33;822;472;898;False;True;0;
